group,mhc_class,Kd_M,pti_pae_raw
noncognate,I,,20.035276412963867
noncognate,I,,27.058847427368164
noncognate,I,,27.058847427368164
noncognate,I,,27.058847427368164
noncognate,I,,27.058847427368164
noncognate,I,,27.058847427368164
noncognate,I,,27.058847427368164
noncognate,I,,27.058847427368164
noncognate,I,,27.058847427368164
noncognate,I,,27.058847427368164
noncognate,I,,27.058847427368164
noncognate,I,,25.810102462768555
noncognate,I,,25.810102462768555
noncognate,I,,20.03106117248535
noncognate,I,,20.03106117248535
noncognate,I,,28.132408142089844
noncognate,I,,28.132408142089844
noncognate,I,,10.475707054138184
noncognate,I,,10.475707054138184
noncognate,I,,23.371795654296875
noncognate,I,,23.371795654296875
noncognate,I,,23.371795654296875
noncognate,I,,23.371795654296875
noncognate,I,,28.8448543548584
noncognate,I,,28.8448543548584
noncognate,I,,28.8448543548584
noncognate,I,,28.8448543548584
noncognate,I,,28.8448543548584
noncognate,I,,28.8448543548584
noncognate,I,,28.8448543548584
noncognate,I,,28.8448543548584
noncognate,I,,28.8448543548584
noncognate,I,,28.8448543548584
noncognate,I,,3.4863333702087402
noncognate,I,,16.656965255737305
noncognate,I,,16.656965255737305
noncognate,I,,31.0
noncognate,I,,31.0
noncognate,I,,31.0
noncognate,I,,31.0
noncognate,I,,5.522465229034424
noncognate,I,,5.522465229034424
noncognate,I,,5.522465229034424
noncognate,I,,5.522465229034424
noncognate,I,,13.736967086791992
noncognate,I,,13.736967086791992
noncognate,I,,4.294963359832764
noncognate,I,,18.467388153076172
noncognate,I,,18.467388153076172
noncognate,I,,25.78761863708496
noncognate,I,,25.78761863708496
noncognate,I,,25.78761863708496
noncognate,I,,25.78761863708496
noncognate,I,,25.78761863708496
noncognate,I,,25.78761863708496
noncognate,I,,25.78761863708496
noncognate,I,,3.9536325931549072
noncognate,I,,2.936492919921875
noncognate,I,,2.936492919921875
noncognate,I,,17.374723434448242
noncognate,I,,17.374723434448242
noncognate,I,,6.409999847412109
noncognate,I,,6.409999847412109
noncognate,I,,26.583728790283203
noncognate,I,,3.5210604667663574
noncognate,I,,28.359724044799805
noncognate,I,,5.168400287628174
noncognate,I,,5.168400287628174
noncognate,I,,5.168400287628174
noncognate,I,,5.168400287628174
noncognate,I,,5.168400287628174
noncognate,I,,5.168400287628174
noncognate,I,,5.168400287628174
noncognate,I,,11.956811904907227
noncognate,I,,11.956811904907227
noncognate,I,,17.29816246032715
noncognate,I,,17.29816246032715
noncognate,I,,4.105444431304932
noncognate,I,,27.476545333862305
noncognate,I,,22.809566497802734
noncognate,I,,22.809566497802734
noncognate,I,,8.92306900024414
noncognate,I,,24.073015213012695
noncognate,I,,24.073015213012695
noncognate,I,,3.843204975128174
noncognate,I,,3.843204975128174
noncognate,I,,31.0
noncognate,I,,31.0
noncognate,I,,4.387869834899902
noncognate,I,,4.387869834899902
noncognate,I,,4.299857139587402
noncognate,I,,4.299857139587402
noncognate,I,,4.299857139587402
noncognate,I,,4.299857139587402
noncognate,I,,4.299857139587402
noncognate,I,,4.299857139587402
noncognate,I,,4.299857139587402
noncognate,II,,17.980817794799805
noncognate,I,,25.145410537719727
noncognate,I,,25.145410537719727
noncognate,I,,25.145410537719727
noncognate,I,,25.145410537719727
